n=32
J=0.707107
eta=0.747475
mu=0.1
beta-optimal=0
max-overlap=0
0.0982466, 0.0982466, 2.45003e-12, 4.98923e-12, 0.038964, 0.038964, 2.40133e-13, 1.99408e-13, 1.31906e-13, 5.03761e-14, 0.0218433, 0.0218433, 0.00772227, 0.00772227, 1.47529e-12, 3.818e-13, 0.0788116, 0.0788116, 0.0215129, 0.0215129, 4.32003e-13, 4.27728e-13, 0.0641747, 0.0641747, 0.0363016, 0.0363016, 6.99146e-14, 1.33562e-13, 0.0447803, 0.0447803, 2.62129e-13, 1.51643e-13, 7.35431e-14, 4.91963e-14, 0.0160624, 0.0160624, 0.00556547, 0.00556547, 0.0257244, 0.0257244, 2.15899e-13, 3.53208e-13, 0.0308588, 0.0308588, 0.0304413, 0.0304413, 0.00551361, 0.00551361, 1.08046e-14, 1.67693e-13, 0.0181396, 0.0181396, 0.0173285, 0.0173285, 0.007364, 0.007364, 1.09255e-14, 2.09787e-14, 0.00757904, 0.00757904, 1.9665e-14, 1.69208e-14, 2.02975e-14, 7.10681e-15, 7.30446e-14, 1.80882e-14, 9.3571e-15, 1.69849e-13, 0.0231983, 0.0231983, 9.43462e-14, 1.26812e-13, 9.30492e-15, 3.5025e-14, 1.20051e-14, 2.02577e-14, 1.41867e-14, 2.91518e-14, 0.00220145, 0.00220145, 3.93486e-14, 1.35291e-14, 2.21251e-14, 5.53405e-15, 1.15381e-13, 5.11078e-15, 0.0244135, 0.0244135, 8.79948e-14, 9.27061e-15, 6.8002e-15, 8.51018e-14, 4.09209e-15, 1.22976e-14, 1.04517e-14, 8.56695e-15, 0.00202531, 0.00202531, 0.317163, 0.317163
0.135244, 0.135244, 3.30409e-12, 4.92008e-12, 0.103232, 0.103232, 8.78926e-14, 5.27317e-13, 1.46542e-13, 2.23958e-14, 0.0161421, 0.0161421, 0.0603706, 0.0603706, 1.13341e-12, 3.2359e-13, 0.0595164, 0.0595164, 0.0138888, 0.0138888, 3.00012e-13, 1.52217e-13, 0.0231682, 0.0231682, 0.0966103, 0.0966103, 1.82408e-14, 3.38405e-13, 0.0131497, 0.0131497, 8.66236e-14, 4.54845e-14, 1.49681e-13, 2.68305e-14, 0.0587403, 0.0587403, 0.0416675, 0.0416675, 0.0738165, 0.0738165, 2.96199e-13, 4.19682e-13, 0.0322647, 0.0322647, 0.0287973, 0.0287973, 0.00727084, 0.00727084, 2.33478e-14, 2.93678e-13, 0.0302285, 0.0302285, 0.0298383, 0.0298383, 0.0084411, 0.0084411, 2.26931e-14, 3.0157e-14, 0.0112772, 0.0112772, 2.64569e-14, 2.14238e-14, 1.09031e-14, 1.80728e-14, 1.58795e-14, 9.18877e-15, 3.63729e-15, 2.27466e-14, 0.00357977, 0.00357977, 1.74183e-14, 1.85652e-14, 2.08393e-15, 5.173e-14, 8.25339e-15, 5.03919e-15, 2.96039e-14, 2.04718e-13, 0.0139044, 0.0139044, 3.17505e-13, 1.85969e-14, 9.72166e-15, 1.11223e-14, 4.58375e-14, 1.59848e-14, 0.00536117, 0.00536117, 2.93894e-14, 4.86747e-15, 1.31525e-14, 2.69722e-14, 4.96101e-15, 1.1552e-14, 5.71237e-15, 2.26365e-15, 0.00717861, 0.00717861, 0.276757, 0.276757
0.0130819, 0.0130819, 2.95965e-13, 3.26608e-13, 0.0805692, 0.0805692, 1.41499e-13, 4.18249e-13, 1.16963e-13, 4.51951e-14, 0.00796364, 0.00796364, 0.0510038, 0.0510038, 2.89303e-12, 7.42945e-13, 0.144395, 0.144395, 0.0118687, 0.0118687, 4.27788e-13, 5.91563e-13, 0.0868368, 0.0868368, 0.0219045, 0.0219045, 3.40659e-14, 6.13032e-14, 0.00329891, 0.00329891, 5.54183e-14, 1.584e-14, 1.0734e-13, 3.33907e-14, 0.0348845, 0.0348845, 0.0407402, 0.0407402, 0.00592015, 0.00592015, 1.68071e-13, 2.66797e-13, 0.0265855, 0.0265855, 0.0238008, 0.0238008, 0.0144984, 0.0144984, 1.23761e-14, 1.48366e-13, 0.0144859, 0.0144859, 0.00358435, 0.00358435, 0.0147082, 0.0147082, 8.82063e-15, 4.92848e-14, 0.00997106, 0.00997106, 3.09101e-14, 2.33478e-14, 2.34048e-15, 6.77945e-15, 2.33793e-14, 8.06845e-15, 1.15755e-14, 4.13788e-14, 0.0059996, 0.0059996, 1.40699e-14, 3.79677e-14, 6.13902e-15, 6.02798e-15, 2.01993e-14, 5.81609e-15, 4.16761e-15, 6.62193e-14, 0.00408196, 0.00408196, 9.21829e-14, 7.96591e-15, 5.54248e-15, 4.34659e-15, 1.20601e-14, 1.39344e-14, 0.00295549, 0.00295549, 1.28457e-14, 7.26412e-15, 2.03094e-15, 1.19224e-14, 4.39232e-15, 2.0036e-15, 2.07197e-15, 1.61352e-15, 0.000523846, 0.000523846, 0.263155, 0.263155
0.00852511, 0.00852511, 2.05833e-13, 4.89588e-13, 0.00896918, 0.00896918, 4.06084e-14, 5.5325e-14, 1.06548e-13, 4.3492e-14, 0.0188296, 0.0188296, 0.0123471, 0.0123471, 1.28036e-12, 3.1021e-13, 0.0637497, 0.0637497, 0.00332106, 0.00332106, 2.04995e-13, 2.4001e-13, 0.0329226, 0.0329226, 0.000115249, 0.000115249, 2.0323e-14, 7.17711e-14, 0.0287304, 0.0287304, 2.28316e-13, 9.0288e-14, 2.69994e-14, 5.42651e-14, 0.00315483, 0.00315483, 0.0171129, 0.0171129, 0.0202763, 0.0202763, 2.40219e-14, 4.47408e-14, 0.00575643, 0.00575643, 0.0195528, 0.0195528, 0.0364575, 0.0364575, 1.74593e-14, 5.88708e-14, 0.00586552, 0.00586552, 0.0191677, 0.0191677, 0.00943661, 0.00943661, 1.02866e-14, 2.49059e-14, 0.00578364, 0.00578364, 5.87379e-15, 1.7022e-14, 1.80804e-14, 2.18424e-14, 1.59123e-14, 7.94719e-15, 6.29675e-15, 4.93648e-14, 0.00718104, 0.00718104, 2.19111e-14, 4.12186e-14, 3.46741e-15, 7.52614e-14, 1.984e-14, 8.98402e-15, 4.78989e-14, 3.13079e-13, 0.0214555, 0.0214555, 4.99944e-13, 2.94141e-14, 2.09411e-14, 8.18694e-15, 3.65556e-14, 1.42807e-14, 0.00896783, 0.00896783, 2.54884e-14, 5.43618e-15, 1.23511e-14, 3.36706e-14, 2.57414e-15, 3.07496e-15, 5.92593e-15, 5.74916e-16, 0.000867285, 0.000867285, 0.259264, 0.259264
0.0125684, 0.0125684, 3.29175e-13, 9.84233e-13, 0.0349992, 0.0349992, 7.82839e-14, 1.96241e-13, 1.64268e-13, 1.58445e-13, 0.0770455, 0.0770455, 0.056172, 0.056172, 1.37217e-12, 5.02217e-13, 0.0586724, 0.0586724, 0.0210788, 0.0210788, 4.20136e-13, 5.74459e-13, 0.0819368, 0.0819368, 0.0584685, 0.0584685, 1.11448e-13, 1.86604e-13, 0.0849285, 0.0849285, 5.4913e-13, 2.769e-13, 1.41954e-13, 5.08264e-14, 0.0362522, 0.0362522, 0.0226801, 0.0226801, 0.010777, 0.010777, 2.70181e-14, 4.11193e-14, 0.00321169, 0.00321169, 0.0129191, 0.0129191, 0.00102461, 0.00102461, 1.40216e-14, 1.91589e-13, 0.0194578, 0.0194578, 0.00622902, 0.00622902, 0.00870938, 0.00870938, 1.10197e-14, 3.48297e-14, 0.00747839, 0.00747839, 1.91895e-14, 1.51576e-14, 1.30212e-14, 2.48847e-15, 1.58161e-14, 2.29593e-15, 1.11475e-14, 4.79697e-14, 0.00618012, 0.00618012, 3.5628e-14, 3.36692e-14, 6.74948e-15, 3.01118e-14, 1.61892e-14, 2.86335e-15, 1.52359e-14, 1.08463e-13, 0.00705537, 0.00705537, 1.63008e-13, 1.39148e-14, 9.29865e-15, 8.78511e-15, 1.66828e-14, 1.38722e-14, 0.00485665, 0.00485665, 1.52894e-14, 3.11624e-15, 6.76941e-16, 1.73061e-14, 4.64446e-15, 6.54419e-15, 3.75918e-15, 2.80608e-16, 0.00214799, 0.00214799, 0.237475, 0.237475
0.0378422, 0.0378422, 8.9434e-13, 1.10857e-12, 0.0482782, 0.0482782, 6.65238e-14, 2.45119e-13, 8.13675e-14, 5.09132e-14, 0.0226277, 0.0226277, 0.0258067, 0.0258067, 1.27519e-12, 3.54992e-13, 0.0576091, 0.0576091, 0.0429126, 0.0429126, 2.1025e-13, 2.49076e-13, 0.0378991, 0.0378991, 0.0023225, 0.0023225, 5.58027e-15, 1.9811e-14, 0.00197079, 0.00197079, 3.72488e-14, 1.49165e-14, 9.72255e-14, 1.22927e-14, 0.0313827, 0.0313827, 0.00915369, 0.00915369, 0.00761995, 0.00761995, 3.91284e-14, 8.85181e-14, 0.00738803, 0.00738803, 0.0187704, 0.0187704, 0.0126691, 0.0126691, 1.62359e-14, 1.04374e-13, 0.011066, 0.011066, 0.0125319, 0.0125319, 0.00370792, 0.00370792, 7.61e-15, 9.16801e-15, 0.00852471, 0.00852471, 3.98924e-15, 1.93859e-14, 2.46152e-14, 1.99834e-14, 1.64963e-14, 5.49272e-15, 5.20105e-15, 6.42049e-14, 0.00835826, 0.00835826, 3.37878e-14, 4.7168e-14, 8.48624e-15, 7.60535e-14, 1.82765e-14, 6.99504e-15, 4.80996e-14, 3.2715e-13, 0.0221033, 0.0221033, 5.08068e-13, 3.28312e-14, 1.65033e-14, 9.2082e-15, 4.36364e-14, 1.66331e-14, 0.00144641, 0.00144641, 7.31989e-15, 4.77716e-15, 6.41756e-15, 4.53995e-15, 1.35042e-15, 4.35997e-15, 5.93285e-15, 3.50271e-15, 0.00459687, 0.00459687, 0.21992, 0.21992
0.0592579, 0.0592579, 1.46845e-12, 2.51426e-12, 0.0156391, 0.0156391, 3.0108e-14, 7.67128e-14, 1.29928e-13, 5.69239e-14, 0.0121107, 0.0121107, 0.0197148, 0.0197148, 1.00024e-12, 2.47447e-13, 0.051474, 0.051474, 0.0293617, 0.0293617, 1.10287e-13, 1.0051e-13, 0.0149603, 0.0149603, 0.0141471, 0.0141471, 4.63658e-14, 1.81404e-13, 0.0565381, 0.0565381, 4.56381e-13, 1.71891e-13, 1.56779e-13, 6.03959e-14, 0.0494052, 0.0494052, 0.00109149, 0.00109149, 0.0341142, 0.0341142, 9.67749e-15, 8.05855e-14, 0.00609758, 0.00609758, 0.00491589, 0.00491589, 0.0054413, 0.0054413, 3.48581e-15, 1.70319e-13, 0.0179009, 0.0179009, 0.00176353, 0.00176353, 0.0191852, 0.0191852, 9.51941e-15, 6.24443e-14, 0.00125108, 0.00125108, 4.0972e-14, 4.09259e-15, 9.97387e-15, 1.81775e-14, 2.32433e-14, 3.67069e-15, 1.14022e-14, 5.85227e-14, 0.00762466, 0.00762466, 1.60339e-14, 4.30464e-14, 1.36602e-15, 2.28024e-14, 3.63545e-15, 2.69761e-15, 2.58301e-14, 8.05501e-14, 0.00562501, 0.00562501, 1.30762e-13, 8.98385e-15, 6.12112e-15, 5.22916e-15, 1.4368e-14, 2.4871e-15, 0.00399461, 0.00399461, 1.01481e-14, 3.16605e-15, 5.76828e-15, 2.92151e-15, 5.11373e-15, 2.30044e-15, 7.32336e-15, 3.39962e-15, 0.00896301, 0.00896301, 0.180443, 0.180443
0.0229832, 0.0229832, 5.57889e-13, 1.18948e-12, 0.0113113, 0.0113113, 5.19512e-14, 5.9621e-14, 1.09878e-13, 6.34532e-15, 0.00725404, 0.00725404, 0.0170198, 0.0170198, 3.71377e-13, 1.61512e-13, 0.0223194, 0.0223194, 0.00120897, 0.00120897, 8.89275e-14, 1.35622e-13, 0.020692, 0.020692, 0.061346, 0.061346, 4.13303e-14, 2.23592e-13, 0.0100381, 0.0100381, 6.0318e-14, 3.81278e-14, 1.0252e-14, 5.81333e-15, 0.00322552, 0.00322552, 0.00674574, 0.00674574, 0.0284984, 0.0284984, 7.83902e-14, 7.39434e-14, 0.00560771, 0.00560771, 0.0043461, 0.0043461, 0.0142057, 0.0142057, 1.06544e-14, 1.37189e-13, 0.0143052, 0.0143052, 0.0124245, 0.0124245, 0.0111206, 0.0111206, 2.18917e-14, 4.35676e-14, 0.00527826, 0.00527826, 2.07722e-14, 1.08489e-14, 2.18435e-14, 8.68471e-15, 5.46036e-14, 1.13851e-14, 6.53115e-15, 1.46557e-13, 0.0188267, 0.0188267, 8.78068e-14, 1.02031e-13, 3.96273e-15, 4.4264e-15, 1.16603e-14, 1.98833e-14, 9.90443e-15, 1.41509e-13, 0.00987359, 0.00987359, 2.18805e-13, 9.94063e-15, 1.3407e-14, 2.1694e-15, 1.11207e-13, 6.5812e-15, 0.0199869, 0.0199869, 7.04586e-14, 4.35824e-15, 4.19118e-15, 5.95875e-14, 2.51015e-15, 7.09118e-15, 6.15194e-15, 6.91513e-15, 0.00858502, 0.00858502, 0.177674, 0.177674
0.0102574, 0.0102574, 2.99334e-13, 8.33008e-13, 0.0272708, 0.0272708, 2.71956e-14, 1.38553e-13, 6.16786e-14, 5.02048e-14, 0.0281277, 0.0281277, 0.0140649, 0.0140649, 7.25374e-14, 5.97793e-14, 0.00204397, 0.00204397, 0.00116458, 0.00116458, 1.16796e-13, 7.10113e-14, 0.0103678, 0.0103678, 0.0417979, 0.0417979, 5.4843e-14, 1.36166e-13, 0.0342807, 0.0342807, 2.10137e-13, 1.0744e-13, 7.96516e-14, 3.18946e-14, 0.0197411, 0.0197411, 0.00280481, 0.00280481, 0.0152946, 0.0152946, 1.43801e-13, 2.49987e-13, 0.0184703, 0.0184703, 0.011013, 0.011013, 0.0158943, 0.0158943, 7.89481e-15, 7.12333e-14, 0.00710473, 0.00710473, 0.00472304, 0.00472304, 0.0012241, 0.0012241, 7.1434e-15, 7.29323e-15, 0.00618356, 0.00618356, 4.57844e-15, 1.33828e-14, 7.80936e-15, 3.35303e-15, 1.47781e-14, 5.9821e-15, 2.07269e-15, 4.31979e-14, 0.00583109, 0.00583109, 2.6417e-14, 3.50388e-14, 1.99812e-15, 1.42717e-14, 3.35034e-15, 5.13971e-15, 7.62843e-15, 1.29221e-14, 0.000663443, 0.000663443, 2.16987e-14, 3.58865e-15, 9.3041e-15, 5.98887e-15, 3.55758e-14, 5.19949e-15, 0.00845632, 0.00845632, 2.89325e-14, 3.81449e-15, 1.91284e-15, 3.21071e-14, 8.21623e-16, 4.92506e-15, 4.20413e-15, 2.09489e-15, 0.00275307, 0.00275307, 0.177108, 0.177108
0.00750428, 0.00750428, 1.68507e-13, 3.95132e-13, 0.00662364, 0.00662364, 2.42386e-14, 3.73681e-14, 2.97816e-14, 2.80729e-14, 0.0145079, 0.0145079, 0.00949509, 0.00949509, 3.18493e-13, 8.60376e-14, 0.0135893, 0.0135893, 0.0329411, 0.0329411, 2.21026e-14, 4.00418e-14, 0.00640841, 0.00640841, 0.0396631, 0.0396631, 4.44517e-14, 1.09008e-13, 0.0374071, 0.0374071, 2.21392e-13, 1.09759e-13, 1.20627e-14, 3.78185e-14, 0.0135551, 0.0135551, 0.0126388, 0.0126388, 0.0100872, 0.0100872, 1.96721e-14, 2.54034e-14, 0.00232205, 0.00232205, 0.00456998, 0.00456998, 0.023387, 0.023387, 1.10458e-14, 6.36448e-14, 0.00624652, 0.00624652, 0.0103023, 0.0103023, 0.00717978, 0.00717978, 1.34283e-14, 2.49189e-14, 0.00307129, 0.00307129, 1.58504e-14, 7.86841e-15, 3.91337e-15, 1.8057e-15, 2.08211e-15, 2.33264e-15, 4.43861e-15, 7.91282e-15, 0.000121643, 0.000121643, 1.18329e-15, 2.18451e-15, 2.1704e-15, 1.07988e-14, 5.41546e-15, 3.07119e-15, 4.61678e-15, 4.61931e-14, 0.00304131, 0.00304131, 7.0647e-14, 3.32071e-15, 4.42734e-15, 4.03195e-15, 5.18053e-15, 5.10563e-15, 0.000725786, 0.000725786, 6.56754e-16, 3.36994e-15, 1.39371e-15, 2.55831e-15, 1.82338e-15, 4.69863e-15, 2.43121e-15, 4.64922e-16, 0.00336543, 0.00336543, 0.162437, 0.162437
