n=16
J=0.707107
eta=0.807018
mu=0.1
beta-optimal=0
max-overlap=0
1.3445e-15, 9.7392e-17, 6.00669e-15, 2.39323e-16, 8.50825e-17, 8.02661e-15, 5.29477e-15, 1.24872e-16, 7.40971e-15, 5.20926e-16, 9.68184e-17, 1.86606e-15, 1.32872e-16, 2.48895e-15, 2.68606e-15, 2.44457e-15, 1.16317e-15, 5.44109e-15, 0.540724, 0.540724
2.00737e-15, 1.56894e-16, 6.70503e-15, 7.94619e-17, 1.48317e-16, 6.65069e-15, 3.64391e-15, 2.27655e-16, 5.54018e-15, 3.44508e-16, 6.47426e-16, 1.36485e-15, 3.55462e-15, 3.65028e-15, 2.62011e-15, 2.77245e-15, 1.51064e-15, 4.68521e-15, 0.4653, 0.4653
1.16133e-15, 3.44577e-16, 1.83522e-15, 3.4054e-16, 1.59575e-16, 1.03956e-15, 4.60765e-16, 4.5388e-17, 1.12299e-15, 1.11886e-16, 5.18036e-16, 6.50701e-16, 3.31992e-15, 2.68859e-15, 2.063e-15, 4.55935e-15, 3.21893e-16, 4.84252e-15, 0.498829, 0.498829
4.29205e-16, 1.0317e-16, 3.7871e-16, 1.00438e-16, 4.83481e-17, 2.61359e-16, 3.3256e-16, 5.05198e-18, 6.13241e-16, 4.96749e-17, 5.26864e-17, 2.08737e-16, 2.49302e-17, 3.98173e-16, 1.16889e-15, 9.45245e-16, 8.7114e-17, 2.31603e-15, 0.23626, 0.23626
3.55221e-16, 2.5865e-16, 6.26889e-16, 2.63126e-16, 2.7466e-16, 3.22975e-16, 2.39653e-16, 2.34844e-16, 3.35265e-16, 1.17974e-16, 1.85843e-16, 2.89528e-16, 1.58494e-16, 3.68863e-16, 9.46435e-16, 3.8749e-16, 1.20738e-16, 1.52682e-15, 0.168934, 0.168934
3.13798e-16, 1.46767e-16, 3.15829e-16, 1.62966e-16, 2.27462e-16, 2.76923e-16, 2.20073e-16, 9.84116e-17, 3.87896e-16, 5.82167e-17, 1.17796e-16, 1.1491e-16, 1.2187e-16, 3.28794e-16, 8.93481e-16, 6.68484e-16, 6.62837e-17, 1.8829e-15, 0.18784, 0.18784
3.05936e-16, 1.27393e-16, 5.34609e-16, 3.18051e-17, 7.15614e-17, 1.7138e-16, 1.16194e-16, 1.08052e-16, 3.85171e-16, 9.02056e-17, 6.60823e-17, 2.1476e-16, 1.35177e-16, 2.99063e-16, 8.27384e-16, 4.22315e-16, 1.63147e-16, 1.551e-15, 0.151683, 0.151683
2.95413e-16, 4.52361e-17, 2.61614e-16, 3.53163e-17, 2.02322e-17, 1.97018e-16, 2.96914e-16, 1.31759e-16, 3.3482e-16, 3.75278e-17, 6.87968e-17, 1.49835e-16, 1.10596e-16, 2.52933e-16, 7.06524e-16, 4.0735e-16, 6.28344e-17, 1.42153e-15, 0.149647, 0.149647
3.13148e-16, 3.42141e-17, 3.05383e-16, 5.03176e-17, 4.98191e-17, 1.8134e-16, 3.28627e-16, 8.64588e-17, 3.16196e-16, 9.02723e-17, 4.79034e-17, 1.41688e-16, 4.61135e-17, 2.84563e-16, 6.55113e-16, 3.90263e-16, 3.82033e-17, 1.37068e-15, 0.138532, 0.138532
1.91017e-16, 4.96749e-17, 2.63115e-16, 4.82304e-17, 2.20909e-17, 1.48738e-16, 2.06637e-16, 1.60291e-16, 2.9164e-16, 3.49645e-17, 9.67226e-17, 1.89172e-16, 8.73504e-17, 2.47996e-16, 6.61408e-16, 2.46239e-16, 2.94209e-17, 1.13111e-15, 0.117673, 0.117673
1.6093e-16, 3.6522e-17, 3.52349e-16, 1.52202e-17, 4.1844e-17, 7.30383e-17, 1.08139e-16, 6.12237e-17, 2.62306e-16, 3.87896e-17, 5.76371e-17, 1.41903e-16, 1.87908e-17, 2.27478e-16, 6.58901e-16, 2.84062e-16, 7.54206e-17, 1.16242e-15, 0.112874, 0.112874
