n=16
J=0.707107
eta=1.2381
mu=0
beta-optimal=0
max-overlap=0
3.45737e-16, 4.46631e-16, 3.10316e-16, 5.9401e-17, 9.40047e-17, 7.0213e-17, 3.36822e-16, 1.22642e-16, 2.944e-16, 1.48502e-16, 1.2674e-16, 6.33452e-17, 8.28633e-17, 4.39427e-17, 2.2711e-16, 2.22153e-16, 1.4537e-16, 3.7289e-17, 2.16778e-16, 1.55932e-16
1.1836e-16, 2.48124e-16, 2.24082e-16, 1.47528e-16, 3.17491e-17, 1.64199e-16, 8.32667e-17, 1.38778e-16, 2.9615e-16, 5.23122e-17, 1.49811e-16, 5.92063e-17, 2.08684e-16, 1.59648e-16, 1.21681e-16, 1.34642e-16, 5.67507e-16, 4.3436e-16, 4.77069e-17, 1.075e-16
1.38778e-16, 1.08389e-16, 2.91918e-17, 1.7753e-16, 9.092e-17, 7.74907e-17, 3.59237e-17, 1.51969e-16, 1.64583e-17, 2.33585e-16, 6.90376e-17, 1.3208e-16, 8.17455e-17, 3.80693e-16, 2.06034e-17, 3.70108e-17, 1.35803e-16, 2.85964e-16, 1.06232e-16, 8.83387e-18
3.84981e-16, 9.20804e-17, 5.19188e-17, 2.86991e-17, 1.01757e-17, 3.58877e-17, 2.97885e-17, 1.82703e-17, 6.13946e-17, 4.80716e-17, 4.78781e-17, 4.87027e-17, 6.44677e-18, 3.69075e-17, 6.32059e-17, 1.08727e-16, 6.22209e-17, 1.15111e-17, 4.43122e-18, 2.20243e-16
2.41115e-17, 8.28556e-17, 2.433e-17, 5.16671e-17, 1.276e-17, 1.383e-16, 4.18676e-17, 8.22852e-18, 6.2085e-18, 1.11948e-16, 4.22744e-17, 5.43116e-17, 1.11004e-17, 8.9662e-17, 3.19867e-17, 8.88316e-17, 6.04048e-17, 5.24019e-17, 5.67582e-17, 3.62315e-17
3.57438e-17, 8.08056e-17, 3.6642e-17, 3.33235e-17, 1.62584e-17, 1.02936e-16, 1.27257e-17, 8.52722e-17, 6.2676e-17, 5.03947e-17, 2.11714e-17, 2.63707e-17, 4.89854e-17, 6.20043e-17, 1.12225e-16, 3.36549e-17, 1.04144e-16, 3.73588e-17, 5.13753e-18, 5.75034e-17
1.6691e-17, 1.89704e-17, 1.97367e-17, 3.03512e-17, 8.94868e-17, 3.4946e-17, 3.03584e-17, 8.609e-17, 2.23941e-17, 5.64623e-17, 7.49259e-18, 6.13975e-17, 1.02033e-17, 1.25922e-16, 5.21829e-17, 8.33584e-17, 3.54202e-17, 5.63083e-17, 4.68636e-17, 1.23497e-16
7.76543e-17, 2.91229e-17, 5.73766e-17, 5.52179e-17, 1.9593e-17, 1.87626e-16, 6.9664e-18, 9.70224e-17, 9.86237e-17, 1.54306e-16, 8.79144e-17, 5.27994e-17, 3.45958e-17, 1.17207e-17, 1.13151e-16, 6.45688e-17, 1.19886e-16, 1.90254e-17, 1.03872e-16, 7.01239e-17
2.90793e-17, 7.64066e-17, 4.63772e-18, 8.56214e-18, 3.72003e-18, 2.20851e-17, 3.11072e-18, 6.86371e-17, 1.66956e-17, 1.15078e-16, 6.69054e-18, 1.24963e-17, 1.84797e-17, 1.99254e-17, 3.30147e-18, 2.77635e-17, 3.35532e-17, 1.11042e-16, 1.51886e-17, 3.256e-17
2.84766e-17, 2.81175e-17, 8.33593e-18, 3.75881e-17, 8.56269e-17, 1.25646e-16, 8.18267e-17, 4.76339e-17, 8.43362e-17, 7.8324e-17, 2.14937e-17, 3.32225e-17, 3.07332e-17, 4.78742e-17, 5.55382e-18, 5.58691e-17, 4.35585e-17, 1.78291e-16, 5.28771e-17, 1.22565e-16
1.04426e-17, 3.04428e-17, 2.86303e-17, 1.00182e-16, 4.28702e-17, 5.8129e-17, 8.37891e-17, 6.46345e-17, 2.46934e-17, 2.52081e-17, 1.95822e-17, 1.12265e-16, 9.56855e-18, 6.56582e-17, 6.95838e-17, 9.99275e-17, 4.67994e-17, 5.33427e-17, 7.61216e-17, 1.21474e-16
1.32457e-16, 8.58995e-17, 5.86053e-17, 6.52996e-17, 1.35178e-17, 3.12892e-16, 1.33025e-16, 1.55387e-16, 7.38082e-17, 2.31389e-16, 3.44092e-17, 2.09462e-17, 6.24501e-17, 8.76317e-17, 1.408e-17, 1.16376e-16, 2.40136e-17, 2.1147e-16, 8.42128e-17, 4.54167e-17
2.96049e-17, 1.06685e-16, 1.87696e-16, 3.06191e-17, 6.93896e-17, 2.68987e-18, 3.79978e-17, 1.15679e-17, 7.81476e-17, 1.97756e-17, 1.20908e-16, 2.11615e-16, 2.34653e-17, 3.71078e-17, 1.75302e-17, 1.38606e-18, 1.98069e-17, 5.74774e-17, 1.65153e-16, 2.17231e-17
3.79314e-16, 8.81312e-17, 1.83363e-17, 8.51709e-17, 4.04094e-17, 9.22456e-17, 3.1332e-17, 9.58339e-17, 1.78402e-16, 3.52652e-18, 1.48339e-16, 9.72012e-17, 1.16583e-16, 9.82977e-17, 2.318e-17, 7.19518e-17, 1.52436e-16, 3.46434e-17, 2.69139e-17, 1.14782e-16
5.73669e-17, 4.21113e-17, 1.16222e-16, 1.79364e-17, 1.37736e-16, 2.43977e-17, 2.44989e-16, 1.66491e-16, 4.45226e-17, 6.97879e-17, 5.31409e-17, 2.19226e-17, 1.07519e-16, 1.4816e-17, 3.09406e-16, 3.34609e-16, 1.66615e-17, 2.09607e-17, 3.73066e-17, 1.54003e-17
3.02232e-17, 4.47609e-18, 7.39437e-17, 9.29161e-17, 1.32122e-16, 2.14068e-16, 1.71422e-16, 7.68595e-17, 2.01018e-16, 2.49437e-17, 1.85546e-16, 5.55089e-17, 3.75389e-16, 3.57937e-17, 2.10369e-16, 3.06935e-17, 1.58436e-16, 2.10372e-16, 3.4859e-16, 3.57118e-16
